id	speaker_id	wav_path	utterance
25	JavierAlba-20100602-wmn	es-0013.wav	LAS PALMERAS DE INVERNáCULO EL VERDE PICTóRICO DE LOS ENREJADOS
26	JavierAlba-20100602-wmn	es-0014.wav	MADERA TENDIDOS DE PILASTRA A PILASTRA Y EL VERDE AMARILLENTO Y VELLUDO
27	JavierAlba-20100602-wmn	es-0015.wav	DE UNAS PARRAS ARTIFICIALES CUYAS HOJAS PARECíAN RETAZOS DE TERCIOPELO
28	JavierAlba-20100602-wmn	es-0016.wav	SILLONES DE FLOREADA CRETONA EN TORNO DE LAS MESAS DE BAMBú FORMABAN ISLAS
29	JavierAlba-20100602-wmn	es-0017.wav	A LAS QUE SE ACOGíAN GRUPOS DE PERSONAS PARA EMBADURNAR
30	JavierAlba-20100602-wmn	es-0018.wav	MANTECA Y MERMELADAS EL PAN TOSTADO HUSMEAR EL PERFUME DEL Té O SEGUIR EL BURBUJEO DE LAS AGUAS MINERALES TEñIDAS DE JARABES Y LICORES
31	sg_ci_5-20140518-moi	es-0021.wav	UNA VIDRIERA DE PARED A PARED FORMADA DE PEQUEñOS CRISTALES BISELADOS
32	sg_ci_5-20140518-moi	es-0022.wav	DEJABA VER EL SALóN INMEDIATO BLANCO TAMBIéN PERO CON ADORNOS DE ORO
33	sg_ci_5-20140518-moi	es-0023.wav	LOS ASIENTOS TAPIZADOS DE SEDA ROSA IGUAL A LA QUE ADORNABA LOS PLANOS DE LAS PAREDES
34	sg_ci_5-20140518-moi	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
35	sg_ci_5-20140518-moi	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
36	sg_ci_5-20140518-moi	es-0026.wav	FLOTABA SOBRE LAS PLANTAS MáS ALLá DE ESTOS CORROS FEMENINOS EN TORNO DE LAS MESAS DE Té
37	sg_ci_5-20140518-moi	es-0027.wav	MEDIA DOCENA DE MúSICOS UNIFORMADOS LO MISMO QUE LOS CAMAREROS AGRUPáBANSE SOBRE UNA TARIMA ALREDEDOR DE UN PIANO DE COLA
38	sg_ci_5-20140518-moi	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
39	sg_ci_5-20140518-moi	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
40	sg_ci_5-20140518-moi	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
41	sg_ci_4-20140612-zrl	es-0023.wav	LOS ASIENTOS TAPIZADOS DE SEDA ROSA IGUAL A LA QUE ADORNABA LOS PLANOS DE LAS PAREDES
42	sg_ci_4-20140612-zrl	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
43	sg_ci_4-20140612-zrl	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
44	sg_ci_4-20140612-zrl	es-0026.wav	FLOTABA SOBRE LAS PLANTAS MáS ALLá DE ESTOS CORROS FEMENINOS EN TORNO DE LAS MESAS DE Té
45	sg_ci_4-20140612-zrl	es-0027.wav	MEDIA DOCENA DE MúSICOS UNIFORMADOS LO MISMO QUE LOS CAMAREROS AGRUPáBANSE SOBRE UNA TARIMA ALREDEDOR DE UN PIANO DE COLA
46	sg_ci_4-20140612-zrl	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
47	sg_ci_4-20140612-zrl	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
48	sg_ci_4-20140612-zrl	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
49	sg_ci_4-20140612-zrl	es-0031.wav	AMARILLA DE INVISIBLE TéRMINO ACOMPAñáNDOLA FIELES EN ESTE CAMBIO DE SITUACIóN REGULAR Y ACOMPASADO COMO EL DE UN PéNDULO
50	sg_ci_4-20140612-zrl	es-0032.wav	UNAS LíNEAS NEGRAS Y OBLICUAS SEMEJANTES A CUERDAS
51	maibac1-20121015-gaq	es-0032.wav	UNAS LíNEAS NEGRAS Y OBLICUAS SEMEJANTES A CUERDAS
52	maibac1-20121015-gaq	es-0033.wav	TODO ESTABA LO MISMO QUE UNA HORA ANTES CUANDO EL Té HUMEABA EN LA TAZA DE OJEDA AHORA VACíA Y BLANQUEABAN SOBRE LA MESA LOS PLIEGOS
53	maibac1-20121015-gaq	es-0034.wav	CUBIERTOS AL PRESENTE DE COMPACTAS LíNEAS LAS PERSONAS CERCANAS A éL FUMABAN SILENCIOSAS O SEGUíAN SUS CONVERSACIONES CON LENTITUD SOñOLIENTA
54	maibac1-20121015-gaq	es-0035.wav	DEL FONDO DEL SEGUNDO SALóN LLEGABAN CONFUNDIDOS CON RISAS DE MUJERES Y CHOQUE DE BANDEJAS
55	maibac1-20121015-gaq	es-0036.wav	LOS TECLEOS DEL PIANO Y LOS GEMIDOS DE LOS VIOLINES DEL TECHO COLOREADO A LA VEZ POR EL REFLEJO AZUL DE LA TARDE
56	maibac1-20121015-gaq	es-0037.wav	Y EL FRíO RESPLANDOR DE LAS AMPOLLAS ELéCTRICAS DESCENDíAN GORJEOS DE PáJAROS
57	maibac1-20121015-gaq	es-0038.wav	COMO UNA EVOCACIóN CAMPESTRE QUE PARECíA ANIMAR LA ARTIFICIAL RIGIDEZ DEL JARDíN CONTRAHECHO
58	maibac1-20121015-gaq	es-0039.wav	POR LA PARTE EXTERIOR SE DESLIZABAN DE VENTANA EN VENTANA LOS BUSTOS DE UNOS PASEANTES SIEMPRE
59	maibac1-20121015-gaq	es-0040.wav	LOS MISMOS OCULTáNDOSE PARA VOLVER A APARECER CON REGULARIDAD CASI MECáNICA
60	maibac1-20121015-gaq	es-0041.wav	COMO SI SE MOVIESEN EN UN ESPACIO REDUCIDO CON LOS PASOS CONTADOS
61	killereg-20100529-fyo	es-0002.wav	PARA EVITARSE ESTE CONTACTO AVANZó EL SILLóN DE JUNCO PERO NO PUDO SEGUIR ESCRIBIENDO
62	killereg-20100529-fyo	es-0003.wav	ALGO NUEVO HABíA OCURRIDO EN TORNO DE éL MIENTRAS CON EL PECHO EN EL FILO DE LA MESA Y LOS OJOS SOBRE LOS PAPELES HUíA LEJOS
63	killereg-20100529-fyo	es-0004.wav	MUY LEJOS ACOMPAñADO EN ESTA FUGA IDEAL POR EL LEVE CRUJIDO DE LA PLUMA
64	killereg-20100529-fyo	es-0005.wav	VIO CON EL MISMO ASPECTO EXTERIOR COSAS Y PERSONAS AL SALIR DE SU ABSTRACCIóN
65	killereg-20100529-fyo	es-0006.wav	PERO UNA VIDA INTERNA RUIDOSA Y MóVIL PARECíA HABER NACIDO EN LAS COSAS HASTA ENTONCES INANIMADAS
66	killereg-20100529-fyo	es-0007.wav	MIENTRAS LA VIDA ORDINARIA CALLABA Y SE ENCOGíA EN LAS PERSONAS COMO POSEíDA DE SúBITA TIMIDEZ
67	killereg-20100529-fyo	es-0008.wav	SUS OJOS FATIGADOS POR LA ESCRITURA HUíAN DE LAS AMPOLLAS ELéCTRICAS DEL TECHO
68	killereg-20100529-fyo	es-0009.wav	INFLAMADAS EN PLENA TARDE PARA REPOSARSE EN LOS RECTáNGULOS DE LAS VENTANAS QUE ENCUADRABAN EL AZUL GRISáCEO DE UN DíA DE INVIERNO
69	killereg-20100529-fyo	es-0010.wav	LA BLANCURA DE LA MADERA LAQUEADA TEMBLABA CON CIERTO REFLEJO HúMEDO QUE PARECíA VENIR DEL EXTERIOR
70	killereg-20100529-fyo	es-0011.wav	DOS SALONES AGRANDADOS POR LA ESCASEZ DE SU ALTURA ERAN EL CAMPO VISUAL DE OJEDA
71	sg_ci_10-20140610-jhp	es-0020.wav	SORTEANDO LOS PROMONTORIOS DE LOS RESPALDOS LOS GOLFOS Y PENíNSULAS FORMADOS POR LAS RODILLAS
72	sg_ci_10-20140610-jhp	es-0021.wav	UNA VIDRIERA DE PARED A PARED FORMADA DE PEQUEñOS CRISTALES BISELADOS
73	sg_ci_10-20140610-jhp	es-0022.wav	DEJABA VER EL SALóN INMEDIATO BLANCO TAMBIéN PERO CON ADORNOS DE ORO
74	sg_ci_10-20140610-jhp	es-0023.wav	LOS ASIENTOS TAPIZADOS DE SEDA ROSA IGUAL A LA QUE ADORNABA LOS PLANOS DE LAS PAREDES
75	sg_ci_10-20140610-jhp	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
76	sg_ci_10-20140610-jhp	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
77	sg_ci_10-20140610-jhp	es-0026.wav	FLOTABA SOBRE LAS PLANTAS MáS ALLá DE ESTOS CORROS FEMENINOS EN TORNO DE LAS MESAS DE Té
78	sg_ci_10-20140610-jhp	es-0027.wav	MEDIA DOCENA DE MúSICOS UNIFORMADOS LO MISMO QUE LOS CAMAREROS AGRUPáBANSE SOBRE UNA TARIMA ALREDEDOR DE UN PIANO DE COLA
79	sg_ci_10-20140610-jhp	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
80	sg_ci_10-20140610-jhp	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
81	sg_ce_iria-20140521-jbs	es-0000.wav	AL SENTIR UN ROCE EN EL CUELLO FERNANDO DE OJEDA SOLTó LA PLUMA Y LEVANTó LA CABEZA
82	sg_ce_iria-20140521-jbs	es-0001.wav	UNA PALMERA ENANA MOVíA DETRáS DE éL CON BALANCEO REPENTINO SUS ANCHAS MANOS DE MúLTIPLES Y PUNTIAGUDOS DEDOS
83	sg_ce_iria-20140521-jbs	es-0002.wav	PARA EVITARSE ESTE CONTACTO AVANZó EL SILLóN DE JUNCO PERO NO PUDO SEGUIR ESCRIBIENDO
84	sg_ce_iria-20140521-jbs	es-0003.wav	ALGO NUEVO HABíA OCURRIDO EN TORNO DE éL MIENTRAS CON EL PECHO EN EL FILO DE LA MESA Y LOS OJOS SOBRE LOS PAPELES HUíA LEJOS
85	sg_ce_iria-20140521-jbs	es-0004.wav	MUY LEJOS ACOMPAñADO EN ESTA FUGA IDEAL POR EL LEVE CRUJIDO DE LA PLUMA
86	sg_ce_iria-20140521-jbs	es-0005.wav	VIO CON EL MISMO ASPECTO EXTERIOR COSAS Y PERSONAS AL SALIR DE SU ABSTRACCIóN
87	sg_ce_iria-20140521-jbs	es-0006.wav	PERO UNA VIDA INTERNA RUIDOSA Y MóVIL PARECíA HABER NACIDO EN LAS COSAS HASTA ENTONCES INANIMADAS
88	sg_ce_iria-20140521-jbs	es-0007.wav	MIENTRAS LA VIDA ORDINARIA CALLABA Y SE ENCOGíA EN LAS PERSONAS COMO POSEíDA DE SúBITA TIMIDEZ
89	sg_ce_iria-20140521-jbs	es-0041.wav	COMO SI SE MOVIESEN EN UN ESPACIO REDUCIDO CON LOS PASOS CONTADOS
90	sg_ce_iria-20140521-jbs	es-0042.wav	NIñOS RUBIOS SOSTENIDOS POR CRIADAS COBRIZAS ADHERíAN A LOS CRISTALES LAS ROSADAS VENTOSAS DE SUS LABIOS EMPAñáNDOLOS CON CíRCULOS
91	mic-20090321-kix	es-0022.wav	DEJABA VER EL SALóN INMEDIATO BLANCO TAMBIéN PERO CON ADORNOS DE ORO
92	mic-20090321-kix	es-0023.wav	LOS ASIENTOS TAPIZADOS DE SEDA ROSA IGUAL A LA QUE ADORNABA LOS PLANOS DE LAS PAREDES
93	mic-20090321-kix	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
94	mic-20090321-kix	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
95	mic-20090321-kix	es-0026.wav	FLOTABA SOBRE LAS PLANTAS MáS ALLá DE ESTOS CORROS FEMENINOS EN TORNO DE LAS MESAS DE Té
96	mic-20090321-kix	es-0027.wav	MEDIA DOCENA DE MúSICOS UNIFORMADOS LO MISMO QUE LOS CAMAREROS AGRUPáBANSE SOBRE UNA TARIMA ALREDEDOR DE UN PIANO DE COLA
97	mic-20090321-kix	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
98	mic-20090321-kix	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
99	mic-20090321-kix	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
100	mic-20090321-kix	es-0031.wav	AMARILLA DE INVISIBLE TéRMINO ACOMPAñáNDOLA FIELES EN ESTE CAMBIO DE SITUACIóN REGULAR Y ACOMPASADO COMO EL DE UN PéNDULO
101	anonymous-20130502-twd	es-0008.wav	SUS OJOS FATIGADOS POR LA ESCRITURA HUíAN DE LAS AMPOLLAS ELéCTRICAS DEL TECHO
102	anonymous-20130502-twd	es-0009.wav	INFLAMADAS EN PLENA TARDE PARA REPOSARSE EN LOS RECTáNGULOS DE LAS VENTANAS QUE ENCUADRABAN EL AZUL GRISáCEO DE UN DíA DE INVIERNO
103	anonymous-20130502-twd	es-0010.wav	LA BLANCURA DE LA MADERA LAQUEADA TEMBLABA CON CIERTO REFLEJO HúMEDO QUE PARECíA VENIR DEL EXTERIOR
104	anonymous-20130502-twd	es-0011.wav	DOS SALONES AGRANDADOS POR LA ESCASEZ DE SU ALTURA ERAN EL CAMPO VISUAL DE OJEDA
105	anonymous-20130502-twd	es-0012.wav	EN EL PRIMERO DONDE ESTABA éL MEZCLáBASE A LA BLANCURA UNIFORME DE LA DECORACIóN EL VERDE CHAROLADO
106	anonymous-20130502-twd	es-0013.wav	LAS PALMERAS DE INVERNáCULO EL VERDE PICTóRICO DE LOS ENREJADOS
107	anonymous-20130502-twd	es-0014.wav	MADERA TENDIDOS DE PILASTRA A PILASTRA Y EL VERDE AMARILLENTO Y VELLUDO
108	anonymous-20130502-twd	es-0015.wav	DE UNAS PARRAS ARTIFICIALES CUYAS HOJAS PARECíAN RETAZOS DE TERCIOPELO
109	anonymous-20130502-twd	es-0016.wav	SILLONES DE FLOREADA CRETONA EN TORNO DE LAS MESAS DE BAMBú FORMABAN ISLAS
110	anonymous-20130502-twd	es-0017.wav	A LAS QUE SE ACOGíAN GRUPOS DE PERSONAS PARA EMBADURNAR
111	Raymon-20101203-owp	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
112	Raymon-20101203-owp	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
113	Raymon-20101203-owp	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
114	Raymon-20101203-owp	es-0031.wav	AMARILLA DE INVISIBLE TéRMINO ACOMPAñáNDOLA FIELES EN ESTE CAMBIO DE SITUACIóN REGULAR Y ACOMPASADO COMO EL DE UN PéNDULO
115	Raymon-20101203-owp	es-0032.wav	UNAS LíNEAS NEGRAS Y OBLICUAS SEMEJANTES A CUERDAS
116	Raymon-20101203-owp	es-0033.wav	TODO ESTABA LO MISMO QUE UNA HORA ANTES CUANDO EL Té HUMEABA EN LA TAZA DE OJEDA AHORA VACíA Y BLANQUEABAN SOBRE LA MESA LOS PLIEGOS
117	Raymon-20101203-owp	es-0034.wav	CUBIERTOS AL PRESENTE DE COMPACTAS LíNEAS LAS PERSONAS CERCANAS A éL FUMABAN SILENCIOSAS O SEGUíAN SUS CONVERSACIONES CON LENTITUD SOñOLIENTA
118	Raymon-20101203-owp	es-0035.wav	DEL FONDO DEL SEGUNDO SALóN LLEGABAN CONFUNDIDOS CON RISAS DE MUJERES Y CHOQUE DE BANDEJAS
119	Raymon-20101203-owp	es-0036.wav	LOS TECLEOS DEL PIANO Y LOS GEMIDOS DE LOS VIOLINES DEL TECHO COLOREADO A LA VEZ POR EL REFLEJO AZUL DE LA TARDE
120	Raymon-20101203-owp	es-0037.wav	Y EL FRíO RESPLANDOR DE LAS AMPOLLAS ELéCTRICAS DESCENDíAN GORJEOS DE PáJAROS
121	anonymous-20130813-afb	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
122	anonymous-20130813-afb	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
123	anonymous-20130813-afb	es-0026.wav	FLOTABA SOBRE LAS PLANTAS MáS ALLá DE ESTOS CORROS FEMENINOS EN TORNO DE LAS MESAS DE Té
124	anonymous-20130813-afb	es-0027.wav	MEDIA DOCENA DE MúSICOS UNIFORMADOS LO MISMO QUE LOS CAMAREROS AGRUPáBANSE SOBRE UNA TARIMA ALREDEDOR DE UN PIANO DE COLA
125	anonymous-20130813-afb	es-0028.wav	SUS CABEZAS RUBIAS DE GERMANOS Y LOS ARCOS DE SUS VIOLINES DESTACáBANSE SOBRE LOS RECTáNGULOS LUMINOSOS DE CUATRO VENTANAS
126	anonymous-20130813-afb	es-0029.wav	QUE CERRABAN LA PERSPECTIVA AL OTRO LADO DE LOS CRISTALES LIGERAMENTE TURBIOS POR LA HUMEDAD EXTERIOR
127	anonymous-20130813-afb	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
128	anonymous-20130813-afb	es-0031.wav	AMARILLA DE INVISIBLE TéRMINO ACOMPAñáNDOLA FIELES EN ESTE CAMBIO DE SITUACIóN REGULAR Y ACOMPASADO COMO EL DE UN PéNDULO
129	anonymous-20130813-afb	es-0032.wav	UNAS LíNEAS NEGRAS Y OBLICUAS SEMEJANTES A CUERDAS
130	anonymous-20130813-afb	es-0033.wav	TODO ESTABA LO MISMO QUE UNA HORA ANTES CUANDO EL Té HUMEABA EN LA TAZA DE OJEDA AHORA VACíA Y BLANQUEABAN SOBRE LA MESA LOS PLIEGOS
131	anonymous-20110105-gkt	es-0016.wav	SILLONES DE FLOREADA CRETONA EN TORNO DE LAS MESAS DE BAMBú FORMABAN ISLAS
132	anonymous-20110105-gkt	es-0017.wav	A LAS QUE SE ACOGíAN GRUPOS DE PERSONAS PARA EMBADURNAR
133	anonymous-20110105-gkt	es-0018.wav	MANTECA Y MERMELADAS EL PAN TOSTADO HUSMEAR EL PERFUME DEL Té O SEGUIR EL BURBUJEO DE LAS AGUAS MINERALES TEñIDAS DE JARABES Y LICORES
134	anonymous-20110105-gkt	es-0019.wav	CAMAREROS RUBIOS DE CORTA CHAQUETA AZUL Y BOTONES DORADOS PASABAN CON LA BANDEJA EN ALTO POR LOS CANALIZOS DE ESTE ARCHIPIéLAGO HUMANO
135	anonymous-20110105-gkt	es-0020.wav	SORTEANDO LOS PROMONTORIOS DE LOS RESPALDOS LOS GOLFOS Y PENíNSULAS FORMADOS POR LAS RODILLAS
136	anonymous-20110105-gkt	es-0021.wav	UNA VIDRIERA DE PARED A PARED FORMADA DE PEQUEñOS CRISTALES BISELADOS
137	anonymous-20110105-gkt	es-0022.wav	DEJABA VER EL SALóN INMEDIATO BLANCO TAMBIéN PERO CON ADORNOS DE ORO
138	anonymous-20110105-gkt	es-0023.wav	LOS ASIENTOS TAPIZADOS DE SEDA ROSA IGUAL A LA QUE ADORNABA LOS PLANOS DE LAS PAREDES
139	anonymous-20110105-gkt	es-0024.wav	ESTABAN OCUPADOS POR SEñORAS
140	anonymous-20110105-gkt	es-0025.wav	EL AMBIENTE ERA MáS LIMPIO QUE EN EL JARDíN DE INVIERNO DONDE UNA ATMóSFERA DE HUMO DE HABANO Y TABACO ORIENTAL CON PERFUME DE OPIO
141	Miki-20140429-qwi	es-0001.wav	UNA PALMERA ENANA MOVíA DETRáS DE éL CON BALANCEO REPENTINO SUS ANCHAS MANOS DE MúLTIPLES Y PUNTIAGUDOS DEDOS
142	Miki-20140429-qwi	es-0002.wav	PARA EVITARSE ESTE CONTACTO AVANZó EL SILLóN DE JUNCO PERO NO PUDO SEGUIR ESCRIBIENDO
143	Miki-20140429-qwi	es-0003.wav	ALGO NUEVO HABíA OCURRIDO EN TORNO DE éL MIENTRAS CON EL PECHO EN EL FILO DE LA MESA Y LOS OJOS SOBRE LOS PAPELES HUíA LEJOS
144	Miki-20140429-qwi	es-0004.wav	MUY LEJOS ACOMPAñADO EN ESTA FUGA IDEAL POR EL LEVE CRUJIDO DE LA PLUMA
145	Miki-20140429-qwi	es-0005.wav	VIO CON EL MISMO ASPECTO EXTERIOR COSAS Y PERSONAS AL SALIR DE SU ABSTRACCIóN
146	Miki-20140429-qwi	es-0006.wav	PERO UNA VIDA INTERNA RUIDOSA Y MóVIL PARECíA HABER NACIDO EN LAS COSAS HASTA ENTONCES INANIMADAS
147	Miki-20140429-qwi	es-0007.wav	MIENTRAS LA VIDA ORDINARIA CALLABA Y SE ENCOGíA EN LAS PERSONAS COMO POSEíDA DE SúBITA TIMIDEZ
148	Miki-20140429-qwi	es-0008.wav	SUS OJOS FATIGADOS POR LA ESCRITURA HUíAN DE LAS AMPOLLAS ELéCTRICAS DEL TECHO
149	Miki-20140429-qwi	es-0009.wav	INFLAMADAS EN PLENA TARDE PARA REPOSARSE EN LOS RECTáNGULOS DE LAS VENTANAS QUE ENCUADRABAN EL AZUL GRISáCEO DE UN DíA DE INVIERNO
150	Miki-20140429-qwi	es-0010.wav	LA BLANCURA DE LA MADERA LAQUEADA TEMBLABA CON CIERTO REFLEJO HúMEDO QUE PARECíA VENIR DEL EXTERIOR
151	sg_ci_25-20140611-udb	es-0030.wav	MOVíASE PASANDO DE UNA A OTRA VENTANACON LENTO BALANCEO UNA ESPECIE DE COLUMNA ESBELTA
